name,required,pass,category,reason,actual,expected,tolerance,minimum,maximum,diff_over_tol,tol_over_expected,note
cfast_bed_temp_t300_temp_upper_c,False,True,NON_GATING,required=False,90.12,170.085,85.0,,,0.941,0.500,BCD-1 (non-gating): Phase 1.5 temperature gap at t=300s. CFAST two-zone upper 170.1°C; SF one-zone 90.1°C. tol=85.0°C.
cfast_bed_temp_t480_temp_upper_c,False,True,NON_GATING,required=False,79.35,141.099,65.0,,,0.950,0.461,BCD-1 (non-gating): Phase 1.5 temperature gap at t=480s. CFAST two-zone upper 141.1°C; SF one-zone 79.3°C. tol=65.0°C.
cfast_bed_co_upper_t480_co_upper_ppm,False,True,NON_GATING,required=False,7312.0,4224.12,3200.0,,,0.965,0.758,BCD-1 (non-gating): Phase 1.5 CO upper gap at t=480s. CFAST UL CO=4224 ppm (lower zone ~0); SF one-zone CO=7312 ppm (uniform). Gap=3088 ppm < tol=3200 ppm (margin 112 steps @1 ppm).
cfast_supr_temp_t60_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,32.45,34.4008,15.0,,,0.130,0.436,SW-1: ventilated room temp_upper at t=60s (pre-suppression). CFAST 34.4°C; SF 32.5°C. tol=15.0°C (≥3× step @0.1°C).
cfast_supr_temp_t90_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,40.23,52.7588,20.0,,,0.626,0.379,SW-1: ventilated room temp_upper at t=90s (pre-suppression). CFAST 52.8°C; SF 40.2°C. tol=20.0°C (≥3× step @0.1°C).
cfast_supr_temp_t120_temp_upper_c,True,True,VACUOUS,tol/|expected|=0.512 > 0.5,47.06,78.1626,40.0,,,0.778,0.512,SW-1: ventilated room temp_upper at t=120s (pre-suppression). CFAST 78.2°C; SF 47.1°C. tol=40.0°C (≥3× step @0.1°C).
cfast_supr_rmse_temp_pre,True,True,A_PRIORI,no heuristic triggered,12.362617379341641,,,,18.0,,,"SW-1 Stage-F: pre-suppression temp_upper RMSE ≤ 18°C (SF=12.4°C, margin 5.6°C). Pre-suppression curve-shape guard."
cfast_supr_hrr_peak,True,True,A_PRIORI,no heuristic triggered,146.47,,,100.0,,,,"SW-2 Stage-E: SF HRR exceeds 100 kW before suppression (SF=146.5kW, margin 46kW). Fire-growth guard."
cfast_supr_hrr_knockdown,True,True,A_PRIORI,no heuristic triggered,10.32,,,,35.0,,,"SW-2 Stage-E: SF HRR < 35 kW at t=140–185s after water (SF min=10.3kW, margin 24kW). Suppression-knockdown guard."
cfast_supr_temp_t150_temp_upper_c,False,True,NON_GATING,required=False,20.0,65.1548,55.0,,,0.821,0.844,SW-1 (non-gating): Phase 1.5 post-suppression temp gap at t=150s. CFAST two-zone upper 65.2°C (gradual cooling); SF one-zone 20.0°C (snaps to ambient). tol=55.0°C. SF re-ignition diverges from CFAST residual 4 kW.
cfast_supr_temp_t180_temp_upper_c,False,True,NON_GATING,required=False,20.0,49.8427,40.0,,,0.746,0.803,SW-1 (non-gating): Phase 1.5 post-suppression temp gap at t=180s. CFAST two-zone upper 49.8°C (gradual cooling); SF one-zone 20.0°C (snaps to ambient). tol=40.0°C. SF re-ignition diverges from CFAST residual 4 kW.
cfast_supr_temp_t210_temp_upper_c,False,True,NON_GATING,required=False,25.38,40.5975,25.0,,,0.609,0.616,SW-1 (non-gating): Phase 1.5 post-suppression temp gap at t=210s. CFAST two-zone upper 40.6°C (gradual cooling); SF one-zone 25.4°C (snaps to ambient). tol=25.0°C. SF re-ignition diverges from CFAST residual 4 kW.
cfast_2r_r0_t180_o2,True,True,A_PRIORI,no heuristic triggered,0.1612,0.14938,0.025,,,0.473,0.167,
cfast_2r_r0_t180_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,184.83,237.192,80.0,,,0.655,0.337,
cfast_2r_r0_t300_o2,True,True,VACUOUS,tol/|expected|=0.629 > 0.5,0.034,0.0397333,0.025,,,0.229,0.629,
cfast_2r_r0_t300_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,221.26,237.347,80.0,,,0.201,0.337,
cfast_2r_r0_t450_o2,True,True,A_PRIORI,no heuristic triggered,0.0674,0.0641765,0.025,,,0.129,0.390,
cfast_2r_r0_t450_temp_upper_c,False,True,NON_GATING,required=False,144.43,58.8687,90.0,,,0.951,1.529,Structural gap (Phase 2): fire over-burns because room-avg O2 stays high; CFAST extinguishes via upper-zone depletion. Tol=90 covers 85.6°C structural error.
cfast_2r_hall_t120_o2,True,True,A_PRIORI,no heuristic triggered,0.1997,0.194996,0.02,,,0.235,0.103,
cfast_2r_hall_t120_temp_upper_c,True,True,VACUOUS,tol/|expected|=0.987 > 0.5,38.58,60.7964,60.0,,,0.370,0.987,
cfast_2r_hall_t240_o2,False,True,NON_GATING,required=False,0.0968,0.11126200000000001,0.025,,,0.578,0.225,Structural gap (Phase 2a): at t=360 SF fire still active while CFAST extinguishes via upper-zone O2 depletion.
cfast_2r_hall_t240_temp_upper_c,False,True,NON_GATING,required=False,106.0,163.553,60.0,,,0.959,0.367,Structural gap (Phase 2): hall temp lags CFAST — hot-gas doorway transport not modelled in one-zone SF.
cfast_2r_hall_t360_o2,False,True,NON_GATING,required=False,0.107,0.056457,0.06,,,0.842,1.063,Structural gap (Phase 2a): at t=360 SF fire still active while CFAST extinguishes via upper-zone O2 depletion.
cfast_2r_hall_t360_temp_upper_c,False,True,NON_GATING,required=False,113.12,73.674,60.0,,,0.657,0.814,Structural gap (Phase 2): hall temp lags CFAST — hot-gas doorway transport not modelled in one-zone SF.
cfast_2r_r0_t120_pressure_pa,False,True,NON_GATING,required=False,1.98,303.747,303.8,,,0.993,1.000,CMV-1: two-room pressure coupling — structural gap (one-zone vs two-zone).
cfast_2r_r0_t120_co2_upper_pct,False,True,NON_GATING,required=False,4.7496,1.58066,3.5,,,0.905,2.214,CMV-1: CO2 transport to fire room — structural gap.
cfast_2r_r0_t240_pressure_pa,False,True,NON_GATING,required=False,4.82,163.079,160.3,,,0.987,0.983,CMV-1: two-room pressure coupling — structural gap (one-zone vs two-zone).
cfast_2r_r0_t240_co2_upper_pct,False,True,NON_GATING,required=False,12.5532,10.6992,3.0,,,0.618,0.280,CMV-1: CO2 transport to fire room — structural gap.
cfast_2r_r0_t360_pressure_pa,False,True,NON_GATING,required=False,6.99,-38.7189,47.0,,,0.973,1.214,CMV-1: two-room pressure coupling — structural gap (one-zone vs two-zone).
cfast_2r_r0_t360_co2_upper_pct,False,True,NON_GATING,required=False,12.0267,11.178,3.0,,,0.283,0.268,CMV-1: CO2 transport to fire room — structural gap.
cfast_2r_r0_t480_pressure_pa,False,True,NON_GATING,required=False,5.45,6.01672,30.0,,,0.019,4.986,CMV-1: two-room pressure coupling — structural gap (one-zone vs two-zone).
cfast_2r_r0_t480_co2_upper_pct,False,True,NON_GATING,required=False,12.138,9.9052,3.0,,,0.744,0.303,CMV-1: CO2 transport to fire room — structural gap.
cfast_2r_r0_t240_co2_upper_strat_min,True,True,A_PRIORI,no heuristic triggered,12.5532,,,5.0,,,,"Phase 2B: two-room fire-room CO2 upper ≥5 mol% at t=240s (SF=12.55%, CFAST=10.70%)."
cfast_2r_r0_t180_o2_lower,False,True,NON_GATING,required=False,0.2032,0.182583,0.022,,,0.937,0.120,Fase 2A: fire-room lower-zone O2 (CFAST LLO2 near ambient; SF o2_lower tracked independently — gap closes with two-zone doorway flow).
cfast_2r_r0_t300_o2_lower,False,True,NON_GATING,required=False,0.209,0.0951797,0.116,,,0.981,1.219,Fase 2A: fire-room lower-zone O2 (CFAST LLO2 near ambient; SF o2_lower tracked independently — gap closes with two-zone doorway flow).
cfast_2r_r0_t450_o2_lower,False,True,NON_GATING,required=False,0.0675,0.09087329999999999,0.025,,,0.935,0.275,Fase 2A: fire-room lower-zone O2 (CFAST LLO2 near ambient; SF o2_lower tracked independently — gap closes with two-zone doorway flow).
cfast_2r_hall_t120_co_lower_ppm,False,True,NON_GATING,required=False,52.0,0.0,100.0,,,0.520,,CMV-1: hall lower-zone CO (CFAST LLCO ≈ 0; SF fully-mixed over-predicts lower-zone CO — structural gap).
cfast_2r_hall_t240_co_lower_ppm,False,True,NON_GATING,required=False,84.0,0.0,100.0,,,0.840,,CMV-1: hall lower-zone CO (CFAST LLCO ≈ 0; SF fully-mixed over-predicts lower-zone CO — structural gap).
cfast_2r_hall_t360_co_lower_ppm,False,True,NON_GATING,required=False,80.0,0.0,100.0,,,0.800,,CMV-1: hall lower-zone CO (CFAST LLCO ≈ 0; SF fully-mixed over-predicts lower-zone CO — structural gap).
cfast_2r_r0_rmse_temp_upper_c,True,True,WINDOWED,"note matches /t=\[0,\s*\d+\]/",45.63823004066266,,,,60.0,,,"CMV-2 Stage-F: fire-room temp_upper RMSE ≤ 60°C t=[0,350]s (SF=45.6°C, margin 14°C)."
cfast_2r_r0_rmse_o2,False,True,NON_GATING,required=False,0.024056122232140133,,,,0.028,,,CMV-2: fire-room O2 RMSE ≤ 0.028 (two-room). Structural gap expected. Threshold 0.025→0.028: hardened from 0.0009 margin (actual=0.02406) to ≥3× headroom. Phase 2 gap.
cfast_2r_hall_rmse_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,39.808166504841275,,,,45.0,,,"CMV-2 Stage-F: hall temp_upper RMSE ≤ 45°C (SF=39.8°C, margin 5.2°C). Structural two-zone doorway gap documented."
cfast_2r_hall_rmse_o2,False,True,NON_GATING,required=False,0.0344155864211358,,,,0.06,,,"CMV-2: hall O2 RMSE (SF o2_upper vs CFAST ULO2). Phase-2a doorway routing active. Residual structural gap at t=360 (SF fire active, CFAST extinguished). threshold=0.060."
cfast_fo_t150_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1012.87,1058.0,300.0,,,0.150,0.284,
cfast_fo_t150_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,245.36,242.387,100.0,,,0.030,0.413,
cfast_fo_t150_o2,True,True,A_PRIORI,no heuristic triggered,0.1753,0.1603,0.04,,,0.375,0.250,
cfast_fo_t240_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1947.39,2000.0,300.0,,,0.175,0.150,
cfast_fo_t240_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,347.14,387.024,100.0,,,0.399,0.258,
cfast_fo_t240_o2,True,True,A_PRIORI,no heuristic triggered,0.1432,0.11251699999999999,0.04,,,0.767,0.356,
cfast_fo_t350_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1883.35,2000.0,300.0,,,0.389,0.150,
cfast_fo_t350_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,348.92,402.072,100.0,,,0.532,0.249,
cfast_fo_t350_o2,True,True,A_PRIORI,no heuristic triggered,0.1445,0.111108,0.04,,,0.835,0.360,
cfast_fo_t150_pressure_pa,False,True,NON_GATING,required=False,1.96,-2.81472,15.0,,,0.318,5.329,CMV-1: vented-room pressure sign/magnitude — CFAST ~−6 Pa (outflow driven).
cfast_fo_t150_co2_upper_pct,False,True,NON_GATING,required=False,6.7168,3.75437,3.0,,,0.987,0.799,CMV-1: CO2 upper layer mol% in vented scenario — structural gap.
cfast_fo_t240_pressure_pa,False,True,NON_GATING,required=False,1.83,-5.79607,15.0,,,0.508,2.588,CMV-1: vented-room pressure sign/magnitude — CFAST ~−6 Pa (outflow driven).
cfast_fo_t240_co2_upper_pct,False,True,NON_GATING,required=False,5.4073,7.77377,4.5,,,0.526,0.579,CMV-1: CO2 upper layer mol% in vented scenario — structural gap.
cfast_fo_t350_pressure_pa,False,True,NON_GATING,required=False,1.95,-6.00936,15.0,,,0.531,2.496,CMV-1: vented-room pressure sign/magnitude — CFAST ~−6 Pa (outflow driven).
cfast_fo_t350_co2_upper_pct,False,True,NON_GATING,required=False,1.2551,7.89231,7.5,,,0.885,0.950,CMV-1: CO2 upper layer mol% in vented scenario — structural gap.
cfast_fo_t150_o2_lower,False,True,NON_GATING,required=False,0.2039,0.200287,0.02,,,0.181,0.100,Fase 2A: lower-zone O2 in vented scenario (CFAST LLO2 near ambient via inflow; SF o2_lower tracked independently — gap closes with two-zone doorway flow).
cfast_fo_t240_o2_lower,False,True,NON_GATING,required=False,0.1975,0.186248,0.02,,,0.563,0.107,Fase 2A: lower-zone O2 in vented scenario (CFAST LLO2 near ambient via inflow; SF o2_lower tracked independently — gap closes with two-zone doorway flow).
cfast_fo_t350_o2_lower,False,True,NON_GATING,required=False,0.1971,0.18570699999999998,0.02,,,0.570,0.108,Fase 2A: lower-zone O2 in vented scenario (CFAST LLO2 near ambient via inflow; SF o2_lower tracked independently — gap closes with two-zone doorway flow).
cfast_fo_rmse_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,35.69150462304371,,,,60.0,,,"CMV-2 Stage-E: temp_upper RMSE ≤ 60°C post-flashover (SF=35.7°C, margin 24°C)."
cfast_fo_rmse_o2,False,True,NON_GATING,required=False,0.02379447612734939,,,,0.028,,,CMV-2: O2 RMSE ≤ 0.028 (post-flashover vented). Structural gap expected. Threshold 0.025→0.028: hardened from 0.0012 margin (actual=0.02379) to ≥3× headroom.
cfast_fo_rmse_hrr_kw,True,True,A_PRIORI,no heuristic triggered,74.0949493221181,,,,300.0,,,"CMV-2 Stage-E: HRR RMSE ≤ 300 kW post-flashover (SF=74.1kW, margin 225kW)."
cfast_fo_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,355.31,,,350.0,,,,"1.5B Stage-F: post-flashover peak temp_upper ≥ 350°C (SF=355.3°C, margin 5.3°C). Phase 1.5 structural: one-zone uniform mixing."
cfast_fo_peak_temp_timing,False,True,NON_GATING,required=False,200.0,390.0,193.0,,,0.984,0.495,1.5B: post-flashover peak temp timing. SF one-zone uniform heating → peak at t=200s vs CFAST two-zone t=390s (190s earlier). Phase 1.5 structural. tol=193s (3 steps).
cfast_fo_peak_hrr_kw,True,True,A_PRIORI,no heuristic triggered,1969.7,,,500.0,,,,1.5B Stage-D: post-flashover peak HRR >= 500 kW (SF=1970 kW). Flashover energy-release guard.
cfast_hvac_t180_o2,True,True,A_PRIORI,no heuristic triggered,0.1491,0.132338,0.025,,,0.670,0.189,Phase 2C: SF o2_upper vs CFAST ULO2 (fire uses o2_lower; room.o2 stays near-ambient).
cfast_hvac_t180_o2_lower,True,True,A_PRIORI,no heuristic triggered,0.209,0.204932,0.01,,,0.407,0.049,Phase 2C gate: HVAC low-supply/high-return replenishes lower zone (fire_o2_lower_for_flame=true). SF.o2_lower≈0.209 vs CFAST LLO2≈0.205.
cfast_hvac_t180_co_lower_ppm,False,True,NON_GATING,required=False,0.0,0.0,150.0,,,0.000,,Fase 2C: HVAC lower-zone CO now tracked via co_upper_kg; COl= ≈ 0 vs CFAST LLCO ≈ 0.
cfast_hvac_t180_temp_upper_c,True,True,FITTED,|diff|/tol=0.962 > 0.85,182.65,259.591,80.0,,,0.962,0.308,
cfast_hvac_t180_co_upper_ppm,True,True,VACUOUS,tol/|expected|=1.314 > 0.5,593.0,380.376,500.0,,,0.425,1.314,
cfast_hvac_t300_o2,True,True,FITTED,|diff|/tol=0.975 > 0.85,0.0981,0.07371660000000001,0.025,,,0.975,0.339,Phase 2C: SF o2_upper vs CFAST ULO2 (fire uses o2_lower; room.o2 stays near-ambient).
cfast_hvac_t300_o2_lower,True,True,A_PRIORI,no heuristic triggered,0.209,0.204932,0.01,,,0.407,0.049,Phase 2C gate: HVAC low-supply/high-return replenishes lower zone (fire_o2_lower_for_flame=true). SF.o2_lower≈0.209 vs CFAST LLO2≈0.205.
cfast_hvac_t300_co_lower_ppm,False,True,NON_GATING,required=False,0.0,0.0,150.0,,,0.000,,Fase 2C: HVAC lower-zone CO now tracked via co_upper_kg; COl= ≈ 0 vs CFAST LLCO ≈ 0.
cfast_hvac_t300_temp_upper_c,False,True,NON_GATING,required=False,350.75,173.386,178.0,,,0.996,1.027,Phase 2C structural gap: SF fire at max HRR (SF=350.8°C) vs CFAST two-zone moderation (173.4°C). tol=178.0°C non-gating.
cfast_hvac_t300_co_upper_ppm,False,False,NON_GATING,required=False,2494.0,661.289,500.0,,,3.665,0.756,Structural gap (Phase 2C): CO upper — SF fire at max HRR vs CFAST two-zone O2 dynamics.
cfast_hvac_t450_o2,True,True,FITTED,|diff|/tol=0.932 > 0.85,0.0949,0.052955300000000004,0.045,,,0.932,0.850,Phase 2C: SF o2_upper vs CFAST ULO2 (fire uses o2_lower; room.o2 stays near-ambient).
cfast_hvac_t450_o2_lower,True,True,A_PRIORI,no heuristic triggered,0.209,0.204932,0.01,,,0.407,0.049,Phase 2C gate: HVAC low-supply/high-return replenishes lower zone (fire_o2_lower_for_flame=true). SF.o2_lower≈0.209 vs CFAST LLO2≈0.205.
cfast_hvac_t450_co_lower_ppm,False,True,NON_GATING,required=False,0.0,0.0,150.0,,,0.000,,Fase 2C: HVAC lower-zone CO now tracked via co_upper_kg; COl= ≈ 0 vs CFAST LLCO ≈ 0.
cfast_hvac_t450_temp_upper_c,False,True,NON_GATING,required=False,360.13,174.843,186.0,,,0.996,1.064,Phase 2C structural gap: SF fire at max HRR (SF=360.1°C) vs CFAST two-zone moderation (174.8°C). tol=186.0°C non-gating.
cfast_hvac_t450_co_upper_ppm,False,False,NON_GATING,required=False,4949.0,731.456,500.0,,,8.435,0.684,Structural gap (Phase 2C): CO upper — SF fire at max HRR vs CFAST two-zone O2 dynamics.
cfast_hvac_t180_pressure_pa,False,True,NON_GATING,required=False,3.11,768.421,767.5,,,0.997,0.999,CMV-1: HVAC-pressurized room overpressure — structural Phase 3 gap.
cfast_hvac_t180_co2_upper_pct,False,True,NON_GATING,required=False,8.2226,6.10644,3.0,,,0.705,0.491,CMV-1: CO2 upper layer mol% with HVAC dilution — structural gap.
cfast_hvac_t300_pressure_pa,False,True,NON_GATING,required=False,8.13,154.56,148.5,,,0.986,0.961,CMV-1: HVAC-pressurized room overpressure — structural Phase 3 gap.
cfast_hvac_t300_co2_upper_pct,False,False,NON_GATING,required=False,21.0284,10.6161,3.0,,,3.471,0.283,CMV-1: CO2 upper layer mol% with HVAC dilution — structural gap.
cfast_hvac_t450_pressure_pa,False,True,NON_GATING,required=False,8.81,168.371,161.6,,,0.987,0.960,CMV-1: HVAC-pressurized room overpressure — structural Phase 3 gap.
cfast_hvac_t450_co2_upper_pct,False,False,NON_GATING,required=False,30.0,11.7426,3.0,,,6.086,0.255,CMV-1: CO2 upper layer mol% with HVAC dilution — structural gap.
cfast_hvac_rmse_temp_upper_c,True,True,WINDOWED,"note matches /t=\[0,\s*\d+\]/",51.85683912133094,,,,60.0,,,"CMV-2 Phase-2C: temp_upper RMSE ≤ 60°C over t=[0,240]s growth phase (SF=51.9°C, margin 8.1°C). Post-t=240 SF hits max HRR while CFAST two-zone moderates — structural gap."
cfast_hvac_rmse_o2,False,True,NON_GATING,required=False,0.03324304399191406,,,,0.07,,,"Phase 2C: O2 upper RMSE vs CFAST ULO2. SF o2_upper depletes from fire; room.o2 stays near-ambient. Structural gap in late-time (t>280s SF keeps max HRR, CFAST moderates)."
cfast_hvac_rmse_co_upper_ppm,True,True,WINDOWED,"note matches /t=\[0,\s*\d+\]/",247.1129853755119,,,,500.0,,,"CMV-2 Phase-2C: CO upper RMSE ≤ 500 ppm over t=[0,240]s growth phase (SF=247.1ppm, margin 252ppm). Post-t=240 SF at max HRR vs CFAST moderation — structural gap."
cfast_burnout_t60_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,35.28,,,15.0,100.0,,,"CMV-3 Stage-E: growth-phase temp_upper in [15.0,100.0]°C at t=60.0s. Growth-sequence guard."
cfast_burnout_t120_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,85.26,,,40.0,180.0,,,"CMV-3 Stage-E: growth-phase temp_upper in [40.0,180.0]°C at t=120.0s. Growth-sequence guard."
cfast_burnout_t180_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,172.11,,,100.0,320.0,,,"CMV-3 Stage-E: growth-phase temp_upper in [100.0,320.0]°C at t=180.0s. Growth-sequence guard."
cfast_burnout_t300_hrr_o2_limited,True,True,A_PRIORI,no heuristic triggered,523.54,,,,900.0,,,"CMV-3 Stage-D: fire O2-limited by t=300s (CFAST: 288kW, SimuFire: ~524kW, cap: 900kW). O2-limited HRR guard."
cfast_burnout_t600_fire_active,True,True,VACUOUS,actual=182 >> 5.0× min=30,182.17,,,30.0,,,,CMV-3 Stage-D: fire still burning at t=600s (long burnout; SimuFire=182kW). Sustained-fire guard.
cfast_burnout_t60_pressure_pa,False,True,NON_GATING,required=False,67.81,124.015,68.0,,,0.827,0.548,CMV-3/CMV-1: sealed-room overpressure structural Phase 3 gap.
cfast_burnout_t120_pressure_pa,False,True,NON_GATING,required=False,1192.38,1022.06,200.0,,,0.852,0.196,CMV-3/CMV-1: sealed-room overpressure structural Phase 3 gap.
cfast_burnout_t180_pressure_pa,False,True,NON_GATING,required=False,5776.09,768.435,5100.0,,,0.982,6.637,CMV-3/CMV-1: sealed-room overpressure structural Phase 3 gap.
cfast_burnout_rmse_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,42.890743094368766,,,,65.0,,,"CMV-3 Stage-E: temp_upper RMSE ≤ 65°C growth phase (SF=42.9°C, margin 22°C)."
cfast_burnout_peak_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,226.74,,,80.0,500.0,,,"1.5C Stage-D: long-burnout peak temp_upper in [80,500]°C (CFAST ~260°C; SF=226.7°C). Thermal guard."
cfast_burnout_peak_temp_timing,False,True,NON_GATING,required=False,270.0,210.0,120.0,,,0.500,0.571,1.5C: long-burnout peak temp timing within ±120s of CFAST.
cfast_burnout_t1800_fire_active,True,True,VACUOUS,actual=183 >> 5.0× min=10,182.6,,,10.0,,,,1.5C Stage-C: long-burnout fire still active at t=1800s (CFAST: ~288kW; SF=182.6kW). O2-limited equilibrium guard.
cfast_burnout_t600_o2_depleted,False,True,NON_GATING,required=False,0.0427,,,,0.16,,,1.5C: long-burnout O2 upper < 16% at t=600s (fire O2-limited; CFAST: ~13%).
cfast_winbreak_t120_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,85.26,,,40.0,175.0,,,"CMV-3 Stage-E: pre-break temp_upper at t=120s in [40,175]°C (SF=85.3°C). Growth-phase sealed guard."
cfast_winbreak_t300_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,313.47,,,200.0,,,,"CMV-3 Stage-C: post-break temp_upper > 200°C at t=300s (CFAST=347°C, SimuFire=314°C). Window-break sustained-fire guard."
cfast_winbreak_t300_hrr_sustained,True,True,A_PRIORI,no heuristic triggered,1280.0,,,600.0,,,,CMV-3 Stage-C: HRR > 600kW at t=300s — window opening sustains fire (SimuFire=1280kW). Window-break guard.
cfast_winbreak_hrr_grows_after_break,True,True,A_PRIORI,no heuristic triggered,629.3599999999999,,,0.0,,,,CMV-3 Stage-C: HRR grows after window break (t=240 > t=170; SimuFire: 1242 > 613 kW). Glass-break mechanism guard.
cfast_winbreak_t300_pressure_pa,False,True,NON_GATING,required=False,1.99,,,,10.0,,,"CMV-1: vented-room pressure ≤ 10 Pa (CFAST=−6 Pa outflow, SimuFire=+2 Pa — sign gap)."
cfast_winbreak_rmse_temp_upper_pre_break,True,True,A_PRIORI,no heuristic triggered,35.43316228509201,,,,65.0,,,"CMV-3 Stage-E: temp_upper RMSE ≤ 65°C pre-break (SF=35.4°C, margin 29°C)."
cfast_doorclose_r0_t60_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,54.56,,,20.0,120.0,,,"CMV-3 Stage-D: pre-close R0 temp_upper in [20.0,120.0]°C at t={target_s}s. Pre-close fire sequence guard."
cfast_doorclose_r0_t120_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,159.54,,,50.0,220.0,,,"CMV-3 Stage-D: pre-close R0 temp_upper in [50.0,220.0]°C at t={target_s}s. Pre-close fire sequence guard."
cfast_doorclose_r0_t240_temp_active,True,True,A_PRIORI,no heuristic triggered,239.68,,,100.0,,,,CMV-3 Stage-D: R0 fire still hot at t=240s post-close (SimuFire=239.7°C). Post-close fire-active guard.
cfast_doorclose_r0_t300_o2_depleted,True,True,A_PRIORI,no heuristic triggered,0.0395,,,,0.12,,,"CMV-3 Stage-C: R0 O2 < 12% at t=300s after door close (CFAST=7.4%, SimuFire=3.95%). Door-seal depletion guard."
cfast_doorclose_r1_t300_cooling,True,True,A_PRIORI,no heuristic triggered,20.5,,,,50.0,,,"CMV-3 Stage-C: R1 hall cools after door close (CFAST=25.9°C, SimuFire=20.5°C). Hall-cooling guard."
cfast_doorclose_r0_t120_pressure_pa,False,True,NON_GATING,required=False,1.98,303.746,303.8,,,0.993,1.000,CMV-3/CMV-1: sealed-room thermodynamic vs buoyancy pressure structural Phase 3 gap.
cfast_doorclose_r0_t300_pressure_pa,False,True,NON_GATING,required=False,10.6,154.307,145.7,,,0.986,0.944,CMV-3/CMV-1: sealed-room thermodynamic vs buoyancy pressure structural Phase 3 gap.
cfast_doorclose_r0_rmse_temp_upper_pre_close,True,True,A_PRIORI,no heuristic triggered,39.87795170054211,,,,70.0,,,"CMV-3 Stage-E: R0 temp_upper RMSE ≤ 70°C pre-close (SF=39.9°C, margin 30°C)."
cfast_fastgrowth_t60_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,58.6,,,30.0,200.0,,,"CMV-3: fast-growth temp_upper in [30.0,200.0]°C at t=60.0s."
cfast_fastgrowth_t90_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,216.98,,,70.0,450.0,,,"CMV-3: fast-growth temp_upper in [70.0,450.0]°C at t=90.0s."
cfast_fastgrowth_t120_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,476.02,,,150.0,700.0,,,"CMV-3: fast-growth temp_upper in [150.0,700.0]°C at t=120.0s."
cfast_fastgrowth_extinction_hrr_t280,True,True,VACUOUS,actual=22.4 << max=200/5.0,22.45,,,,200.0,,,"CMV-3: fast-growth fire O2-limited, HRR < 200kW by t=280s (SF: 22kW)."
cfast_fastgrowth_t60_pressure_pa,False,True,NON_GATING,required=False,188.95,489.593,329.0,,,0.914,0.672,CMV-3/CMV-1: fast-growth sealed room — thermodynamic vs buoyancy structural Phase 3 gap.
cfast_fastgrowth_t120_pressure_pa,False,True,NON_GATING,required=False,3927.71,2087.67,1880.0,,,0.979,0.901,CMV-3/CMV-1: fast-growth sealed room — thermodynamic vs buoyancy structural Phase 3 gap.
cfast_fastgrowth_rmse_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,162.11402201391638,,,,200.0,,,"CMV-3 Stage-E (rebaselined cd8bfd7): temp_upper RMSE ≤ 200°C fast-growth t=60–120s (SF=162.1°C, margin 23%). Threshold raised from 60°C due to stale pre-cd8bfd7 plume-revert logs."
cfast_twofloor_r0_t120_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,157.81,,,60.0,500.0,,,"CMV-3: two-floor R0 fire room temp_upper in [60.0,500.0]°C at t=120.0s."
cfast_twofloor_r0_t180_temp_upper_c,True,True,A_PRIORI,no heuristic triggered,455.54,,,100.0,700.0,,,"CMV-3: two-floor R0 fire room temp_upper in [100.0,700.0]°C at t=180.0s."
cfast_twofloor_r0_t120_fire_active,True,True,A_PRIORI,no heuristic triggered,268.93,,,100.0,,,,"CMV-3: two-floor R0 fire growing at t=120s (SF: ~269kW, CFAST: 320kW)."
cfast_twofloor_r8_t300_temp_upper_c,False,True,NON_GATING,required=False,20.0,78.6663,60.0,,,0.978,0.763,CMV-3: R8 upper bedroom temp_upper at t=300s. Known gap: SimuFire fire extinguishes ~t=230s before smoke reaches upstairs (500m³ full-house O2 dynamics vs 146m³ CFAST 2-room model).
